user_id,heart_rate_bpm,blood_oxygen_pct,step_count,sleep_duration_hrs,activity_level,stress_level,stress_category,health_score,health_category
1068,136,86.0,13538,0.9,Active,8,High,7,Moderate
8844,54,98.5,27987,9.0,Highly Active,1,Low,15,Excellent
18017,132,87.1,9173,3.4,Moderate,8,High,6,Low
5571,65,97.4,7631,7.7,Moderate,2,Low,13,Excellent
12555,108,98.0,14118,7.4,Active,4,Moderate,12,Good
14807,133,94.2,20140,2.8,Highly Active,8,High,7,Moderate
14190,120,95.7,780,5.1,Sedentary,4,Moderate,8,Moderate
4831,106,91.5,1233,5.9,Sedentary,9,High,6,Low
8354,54,97.7,19323,7.5,Highly Active,3,Low,14,Excellent
16445,54,97.2,19372,7.8,Active,3,Low,14,Excellent
4666,69,95.8,25045,7.3,Highly Active,7,Moderate,12,Good
10019,76,96.1,500,6.7,Sedentary,7,Moderate,9,Moderate
11544,101,87.0,19290,0.7,Active,10,High,7,Moderate
17904,98,95.7,16427,6.7,Highly Active,7,Moderate,10,Good
16646,120,96.7,5134,6.3,Moderate,4,Moderate,9,Moderate
17056,113,97.1,4448,5.7,Moderate,7,Moderate,8,Moderate
17263,76,99.8,6524,6.7,Moderate,2,Low,12,Good
6659,111,86.1,19125,3.8,Active,10,High,7,Moderate
8919,114,86.5,20452,4.2,Highly Active,8,High,7,Moderate
2775,82,96.7,19923,5.8,Highly Active,7,Moderate,10,Good
3298,61,99.8,3831,8.5,Sedentary,3,Low,13,Excellent
3716,84,98.5,5003,5.1,Moderate,7,Moderate,10,Good
16899,110,96.4,23668,7.2,Highly Active,7,Moderate,11,Good
15570,72,98.6,9459,6.8,Moderate,5,Moderate,11,Good
13413,67,98.7,551,8.1,Sedentary,2,Low,12,Good
14418,207,86.3,2423,5.6,Sedentary,10,High,6,Low
10980,53,97.3,16306,7.9,Highly Active,2,Low,14,Excellent
5512,77,98.7,25242,5.7,Highly Active,4,Moderate,12,Good
17489,211,94.9,1352,2.8,Sedentary,8,High,5,Low
2556,145,89.9,3675,3.9,Sedentary,10,High,5,Low
16607,120,98.9,2871,7.4,Sedentary,4,Moderate,10,Good
4770,43,98.7,11356,8.0,Active,1,Low,15,Excellent
5231,145,94.9,3781,1.0,Sedentary,10,High,5,Low
4047,105,96.5,4693,6.4,Moderate,5,Moderate,8,Moderate
2868,90,98.8,27082,7.1,Highly Active,2,Low,13,Excellent
6366,81,98.1,12338,7.1,Active,6,Moderate,12,Good
11562,159,89.7,10318,0.7,Active,8,High,7,Moderate
17547,132,85.8,18929,5.5,Highly Active,9,High,8,Moderate
5181,100,88.4,10494,3.7,Active,8,High,7,Moderate
12581,45,97.6,9792,7.4,Moderate,1,Low,13,Excellent
14443,120,94.9,13943,6.2,Active,6,Moderate,9,Moderate
4681,123,90.7,25476,5.0,Highly Active,8,High,8,Moderate
2780,122,89.8,9709,4.5,Moderate,9,High,6,Low
15961,99,96.5,18989,7.1,Highly Active,4,Moderate,11,Good
10427,59,98.2,20829,6.6,Highly Active,3,Low,14,Excellent
11770,77,99.1,26286,6.7,Highly Active,3,Low,13,Excellent
6620,61,98.8,1458,7.8,Sedentary,1,Low,13,Excellent
5742,95,95.4,16329,7.1,Highly Active,7,Moderate,11,Good
878,108,96.0,21720,6.2,Highly Active,5,Moderate,10,Good
16832,65,97.8,636,5.0,Sedentary,6,Moderate,10,Good
1595,90,94.3,247,6.1,Sedentary,7,Moderate,7,Moderate
3274,110,98.5,15320,5.5,Active,5,Moderate,11,Good
5900,70,98.2,19293,7.2,Active,3,Low,14,Excellent
942,99,96.4,11819,6.0,Active,5,Moderate,10,Good
9010,133,89.2,2984,1.6,Sedentary,10,High,5,Low
18037,116,91.8,15317,4.4,Active,9,High,7,Moderate
9193,120,94.9,13684,5.7,Active,7,Moderate,9,Moderate
10129,184,91.3,2810,5.8,Sedentary,8,High,6,Low
16287,152,89.0,491,5.7,Sedentary,8,High,6,Low
5922,116,95.2,6029,5.8,Moderate,5,Moderate,9,Moderate
18156,57,97.6,24806,7.2,Highly Active,2,Low,14,Excellent
12159,103,90.6,26422,5.5,Highly Active,10,High,8,Moderate
13842,106,94.5,21004,5.9,Highly Active,7,Moderate,9,Moderate
18288,140,86.7,4143,3.1,Moderate,8,High,5,Low
16160,76,99.8,17976,8.1,Highly Active,1,Low,14,Excellent
10037,88,97.0,3790,6.2,Sedentary,4,Moderate,8,Moderate
602,64,97.2,15877,6.5,Highly Active,2,Low,13,Excellent
14268,119,94.1,14385,5.9,Active,5,Moderate,9,Moderate
42,106,95.5,8793,5.3,Moderate,7,Moderate,9,Moderate
13053,138,93.9,1752,5.2,Sedentary,9,High,6,Low
8267,103,94.1,17044,5.2,Active,5,Moderate,9,Moderate
16763,83,97.7,15707,7.0,Active,3,Low,12,Good
242,56,98.1,25281,6.7,Highly Active,1,Low,14,Excellent
398,113,97.1,828,5.8,Sedentary,4,Moderate,8,Moderate
5241,164,87.0,18143,1.7,Active,10,High,7,Moderate
9243,113,89.2,10250,3.3,Active,8,High,7,Moderate
14915,83,96.2,4823,5.8,Moderate,4,Moderate,8,Moderate
9443,130,89.1,17983,4.2,Active,10,High,7,Moderate
12493,106,95.0,649,6.6,Sedentary,5,Moderate,8,Moderate
12797,78,97.4,344,5.0,Sedentary,7,Moderate,9,Moderate
3461,102,85.7,28410,4.6,Highly Active,8,High,7,Moderate
456,206,91.3,26894,0.9,Highly Active,8,High,7,Moderate
9029,118,89.3,17395,1.9,Highly Active,8,High,7,Moderate
329,118,96.7,748,6.1,Sedentary,6,Moderate,8,Moderate
7373,87,97.6,5682,7.2,Moderate,7,Moderate,10,Good
4294,79,96.6,5903,5.4,Moderate,5,Moderate,10,Good
5724,60,97.3,6877,8.2,Moderate,2,Low,13,Excellent
7951,60,97.9,8182,6.6,Moderate,1,Low,12,Good
8268,119,90.9,19646,4.4,Highly Active,9,High,7,Moderate
13447,105,96.7,4178,5.8,Moderate,4,Moderate,8,Moderate
919,133,91.1,1697,1.8,Sedentary,10,High,5,Low
9103,105,98.9,4826,6.0,Moderate,6,Moderate,9,Moderate
13070,113,89.0,6108,5.2,Moderate,10,High,7,Moderate
5441,104,98.1,15776,7.3,Highly Active,7,Moderate,12,Good
2302,72,98.1,4267,6.0,Moderate,7,Moderate,10,Good
16313,43,99.9,3715,7.5,Sedentary,3,Low,13,Excellent
4908,113,88.1,10769,3.2,Active,8,High,7,Moderate
16377,59,97.2,9253,7.0,Moderate,2,Low,13,Excellent
11227,76,95.5,1564,6.1,Sedentary,5,Moderate,9,Moderate
6794,148,92.0,13667,1.0,Active,8,High,7,Moderate
3697,80,99.7,3370,7.0,Sedentary,3,Low,12,Good
18052,112,93.7,7767,0.6,Moderate,9,High,6,Low
7151,74,98.7,11725,7.5,Active,3,Low,14,Excellent
9546,76,97.2,18770,7.5,Highly Active,2,Low,13,Excellent
7204,112,97.7,2522,6.4,Sedentary,6,Moderate,8,Moderate
9970,111,96.5,22267,7.3,Highly Active,7,Moderate,11,Good
2977,57,97.3,5777,8.8,Moderate,1,Low,13,Excellent
1555,159,86.1,17913,4.4,Active,10,High,7,Moderate
17588,119,94.2,25226,4.4,Highly Active,10,High,7,Moderate
1312,151,92.4,22997,1.8,Highly Active,8,High,7,Moderate
4848,75,97.4,3608,7.3,Sedentary,2,Low,11,Good
1007,71,97.2,6480,8.3,Moderate,3,Low,12,Good
11602,98,97.7,16674,6.5,Highly Active,5,Moderate,10,Good
1508,113,94.1,19327,6.1,Active,4,Moderate,9,Moderate
343,85,98.6,26162,6.8,Highly Active,7,Moderate,11,Good
18810,80,94.5,18767,5.4,Highly Active,4,Moderate,10,Good
6669,65,97.7,28663,7.1,Highly Active,3,Low,14,Excellent
8443,106,89.1,825,2.8,Sedentary,8,High,5,Low
12049,102,89.3,15985,3.1,Active,8,High,7,Moderate
13484,180,85.9,20595,3.5,Highly Active,9,High,7,Moderate
13344,60,98.8,15641,7.6,Active,2,Low,15,Excellent
11689,87,98.0,15063,6.7,Highly Active,5,Moderate,11,Good
3488,102,91.9,1712,1.9,Sedentary,9,High,5,Low
12184,96,95.6,6543,5.9,Moderate,7,Moderate,9,Moderate
14229,91,95.0,12190,6.5,Active,6,Moderate,10,Good
16648,70,99.3,16239,6.9,Active,1,Low,13,Excellent
386,120,95.7,21661,6.6,Highly Active,7,Moderate,10,Good
5336,92,96.5,18209,6.0,Active,4,Moderate,10,Good
11092,87,99.7,19543,6.8,Active,2,Low,12,Good
6145,111,97.7,16897,7.4,Highly Active,5,Moderate,11,Good
4558,145,93.0,17331,3.5,Active,10,High,7,Moderate
9419,100,94.6,25823,1.6,Highly Active,8,High,7,Moderate
6338,66,97.4,19532,8.3,Active,2,Low,13,Excellent
6091,142,93.0,17854,5.0,Highly Active,8,High,8,Moderate
9789,110,96.4,8647,6.7,Moderate,5,Moderate,9,Moderate
1516,117,90.2,11559,5.9,Active,8,High,8,Moderate
4744,88,95.4,3101,7.1,Sedentary,4,Moderate,9,Moderate
17553,95,94.9,27885,5.9,Highly Active,4,Moderate,9,Moderate
18039,74,100.0,3066,8.3,Sedentary,3,Low,12,Good
7165,79,94.6,6958,7.4,Moderate,4,Moderate,10,Good
9431,167,91.1,19262,4.0,Active,9,High,7,Moderate
8616,86,98.9,756,5.3,Sedentary,7,Moderate,9,Moderate
8949,133,85.1,12765,3.7,Active,8,High,7,Moderate
12612,44,98.2,19209,8.4,Active,3,Low,15,Excellent
16211,155,86.6,20539,6.0,Highly Active,8,High,8,Moderate
8484,144,86.8,13852,4.1,Active,9,High,7,Moderate
18024,128,85.4,13965,3.6,Active,9,High,7,Moderate
7559,115,95.8,17415,6.5,Highly Active,6,Moderate,10,Good
5137,94,97.8,4287,5.5,Moderate,6,Moderate,8,Moderate
18584,119,94.6,5085,6.5,Moderate,6,Moderate,8,Moderate
15657,63,98.8,2991,6.9,Sedentary,1,Low,12,Good
12502,103,87.3,2053,3.0,Sedentary,10,High,5,Low
15182,120,98.6,944,5.4,Sedentary,5,Moderate,9,Moderate
15044,115,97.0,12961,6.7,Active,6,Moderate,10,Good
6953,73,97.0,1070,8.0,Sedentary,3,Low,11,Good
4010,117,89.3,425,1.8,Sedentary,10,High,5,Low
3495,122,93.9,6706,1.6,Moderate,9,High,6,Low
12716,90,94.3,1875,6.8,Sedentary,7,Moderate,7,Moderate
15101,104,96.0,22578,7.0,Highly Active,5,Moderate,11,Good
1969,152,86.9,220,5.1,Sedentary,8,High,6,Low
8952,49,97.3,16454,8.7,Highly Active,1,Low,14,Excellent
4102,114,85.2,7306,5.9,Moderate,8,High,7,Moderate
1765,127,91.3,15259,5.1,Active,8,High,8,Moderate
7471,108,97.8,5486,6.7,Moderate,7,Moderate,9,Moderate
11426,120,98.5,26612,6.7,Highly Active,5,Moderate,11,Good
9119,96,99.0,6592,5.3,Moderate,5,Moderate,10,Good
13084,101,88.0,7047,0.9,Moderate,9,High,6,Low
8939,95,98.2,15871,7.1,Active,5,Moderate,12,Good
3289,96,97.0,23767,6.6,Highly Active,7,Moderate,10,Good
8006,60,99.6,20316,8.5,Highly Active,2,Low,15,Excellent
6063,74,99.4,75,7.4,Sedentary,3,Low,12,Good
7700,91,99.0,2553,5.8,Sedentary,5,Moderate,9,Moderate
1295,131,85.6,19313,1.4,Highly Active,10,High,7,Moderate
9345,57,98.2,9516,7.8,Moderate,3,Low,14,Excellent
13466,88,96.9,7701,5.3,Moderate,6,Moderate,9,Moderate
10078,120,98.0,1104,5.5,Sedentary,7,Moderate,9,Moderate
9858,52,98.1,1209,7.2,Sedentary,1,Low,13,Excellent
16155,120,85.8,7392,4.3,Moderate,8,High,6,Low
1725,72,97.2,19926,8.0,Active,1,Low,13,Excellent
109,79,97.0,3732,6.6,Sedentary,6,Moderate,9,Moderate
6269,155,93.2,5051,1.9,Moderate,9,High,6,Low
9487,114,95.0,5162,5.0,Moderate,7,Moderate,9,Moderate
1075,56,99.9,6837,8.0,Moderate,1,Low,14,Excellent
18685,163,87.3,3092,3.2,Sedentary,8,High,5,Low
16709,89,99.7,29732,7.6,Highly Active,3,Low,13,Excellent
11623,105,94.1,631,5.5,Sedentary,7,Moderate,7,Moderate
17131,108,92.4,24851,1.5,Highly Active,10,High,7,Moderate
8622,42,99.0,10151,8.1,Active,3,Low,15,Excellent
15674,116,92.3,19420,2.4,Highly Active,8,High,7,Moderate
8286,120,98.5,26418,5.2,Highly Active,7,Moderate,11,Good
2912,73,97.1,4720,7.8,Moderate,3,Low,11,Good
18277,101,97.1,18813,5.3,Highly Active,4,Moderate,10,Good
13217,193,86.8,5675,5.7,Moderate,9,High,7,Moderate
2562,69,98.6,2382,7.8,Sedentary,1,Low,12,Good
5328,117,93.2,18999,1.6,Highly Active,8,High,7,Moderate
10173,112,94.3,2315,6.2,Sedentary,6,Moderate,7,Moderate
12298,66,98.5,237,7.2,Sedentary,1,Low,12,Good
7149,103,85.6,2548,4.3,Sedentary,9,High,5,Low
14815,114,89.2,24901,4.5,Highly Active,8,High,7,Moderate
8238,108,86.8,11786,3.5,Active,9,High,7,Moderate
18213,95,95.4,24352,6.4,Highly Active,6,Moderate,10,Good
15015,119,91.1,207,5.2,Sedentary,8,High,6,Low
1864,45,98.2,8066,6.8,Moderate,1,Low,13,Excellent
16873,119,96.1,295,6.7,Sedentary,4,Moderate,8,Moderate
11378,120,96.1,19445,6.9,Highly Active,6,Moderate,10,Good
8472,120,95.6,5215,7.0,Moderate,7,Moderate,10,Good
10279,109,95.5,3280,6.0,Sedentary,6,Moderate,8,Moderate
15216,103,95.4,2099,7.4,Sedentary,7,Moderate,9,Moderate
4201,54,100.0,9038,7.9,Moderate,1,Low,14,Excellent
3650,107,98.4,9705,7.0,Moderate,6,Moderate,11,Good
13389,114,96.1,3638,6.8,Sedentary,6,Moderate,8,Moderate
13750,105,85.9,29653,2.4,Highly Active,10,High,7,Moderate
9273,94,97.8,9975,6.1,Moderate,4,Moderate,9,Moderate
1884,83,95.8,923,5.7,Sedentary,5,Moderate,8,Moderate
18362,173,91.5,3432,4.5,Sedentary,9,High,5,Low
912,104,95.4,8770,5.8,Moderate,7,Moderate,9,Moderate
11628,110,97.5,19866,7.1,Highly Active,7,Moderate,11,Good
10577,73,97.9,14500,7.5,Active,3,Low,13,Excellent
14006,116,95.8,3850,5.5,Sedentary,7,Moderate,8,Moderate
7089,68,98.7,22448,7.8,Highly Active,2,Low,14,Excellent
11594,74,99.8,2412,6.5,Sedentary,2,Low,11,Good
15514,57,97.4,25933,6.7,Highly Active,2,Low,13,Excellent
11455,71,97.5,2331,8.4,Sedentary,3,Low,11,Good
14287,52,98.5,7496,7.5,Moderate,1,Low,14,Excellent
15796,64,95.9,19459,5.5,Active,4,Moderate,12,Good
14665,116,99.0,3178,7.0,Sedentary,5,Moderate,10,Good
13041,99,94.5,15797,6.7,Highly Active,5,Moderate,9,Moderate
2911,102,91.8,1926,5.8,Sedentary,10,High,6,Low
2335,49,99.3,25605,7.4,Highly Active,3,Low,15,Excellent
6701,155,94.3,9183,5.5,Moderate,9,High,7,Moderate
1700,117,98.5,2256,5.2,Sedentary,4,Moderate,9,Moderate
14225,181,93.2,18822,5.5,Active,9,High,8,Moderate
74,146,92.7,24645,2.1,Highly Active,9,High,7,Moderate
609,86,97.2,1807,5.2,Sedentary,5,Moderate,8,Moderate
918,166,91.2,4455,1.1,Moderate,10,High,5,Low
14591,104,92.4,7806,5.5,Moderate,10,High,7,Moderate
10711,127,92.1,1339,5.1,Sedentary,10,High,6,Low
18854,99,96.5,20294,5.3,Highly Active,4,Moderate,10,Good
12746,136,90.8,16085,1.5,Highly Active,8,High,7,Moderate
24,67,97.8,2916,7.9,Sedentary,2,Low,11,Good
10650,115,97.7,19235,5.5,Active,4,Moderate,10,Good
11098,57,98.5,9758,7.5,Moderate,3,Low,14,Excellent
10716,72,96.0,17714,6.9,Highly Active,7,Moderate,11,Good
15268,91,94.0,874,5.7,Sedentary,4,Moderate,7,Moderate
16388,131,89.5,16793,2.2,Active,8,High,7,Moderate
18859,113,93.5,2262,3.3,Sedentary,8,High,5,Low
468,111,97.4,4122,7.0,Moderate,6,Moderate,9,Moderate
5973,92,94.9,8144,5.5,Moderate,5,Moderate,8,Moderate
18133,110,98.2,28079,5.1,Highly Active,5,Moderate,11,Good
8153,107,96.7,3607,5.4,Sedentary,7,Moderate,8,Moderate
10665,111,90.8,20610,2.0,Highly Active,9,High,7,Moderate
8034,133,92.9,25674,3.0,Highly Active,10,High,7,Moderate
9229,96,95.6,4849,6.2,Moderate,7,Moderate,8,Moderate
3149,143,88.9,3589,1.2,Sedentary,8,High,5,Low
8514,92,94.1,24770,7.5,Highly Active,7,Moderate,10,Good
6741,72,98.8,19939,5.7,Active,4,Moderate,12,Good
15978,105,97.0,10006,6.2,Active,7,Moderate,10,Good
1985,74,99.9,9040,7.2,Moderate,1,Low,13,Excellent
14240,89,99.9,2766,7.5,Sedentary,1,Low,11,Good
8271,54,97.8,5483,8.5,Moderate,3,Low,13,Excellent
2611,69,97.3,28244,8.1,Highly Active,3,Low,13,Excellent
2136,90,99.8,686,7.6,Sedentary,2,Low,11,Good
14261,128,87.7,2539,3.3,Sedentary,10,High,5,Low
18893,69,98.0,3323,6.7,Sedentary,2,Low,11,Good
13588,56,97.6,13933,8.6,Active,3,Low,14,Excellent
16691,87,97.1,5223,7.6,Moderate,2,Low,11,Good
9945,99,96.6,8355,7.1,Moderate,5,Moderate,10,Good
7601,90,96.1,9447,5.5,Moderate,4,Moderate,9,Moderate
15924,113,98.3,4148,5.4,Moderate,6,Moderate,9,Moderate
10859,62,99.5,2095,8.1,Sedentary,2,Low,13,Excellent
15727,61,97.3,2497,8.4,Sedentary,2,Low,12,Good
15998,85,98.2,7958,6.3,Moderate,5,Moderate,10,Good
17827,107,96.5,19716,7.4,Active,6,Moderate,11,Good
7860,120,94.4,15487,7.1,Active,7,Moderate,10,Good
12694,80,98.2,3992,6.6,Sedentary,3,Low,11,Good
18092,88,98.2,26692,5.7,Highly Active,4,Moderate,11,Good
6017,52,99.3,5550,7.6,Moderate,3,Low,14,Excellent
774,102,88.8,25150,1.3,Highly Active,10,High,7,Moderate
10374,90,97.2,25229,6.2,Highly Active,6,Moderate,10,Good
5635,54,98.4,4584,6.5,Moderate,3,Low,12,Good
12926,120,98.9,4632,6.1,Moderate,7,Moderate,9,Moderate
1999,123,92.0,4435,1.2,Moderate,10,High,5,Low
17739,120,96.0,23929,7.0,Highly Active,6,Moderate,11,Good
7640,142,87.6,13538,2.5,Active,8,High,7,Moderate
2239,120,97.1,6771,5.3,Moderate,4,Moderate,9,Moderate
14030,100,92.3,2809,3.2,Sedentary,10,High,5,Low
4642,57,97.1,1326,8.7,Sedentary,3,Low,12,Good
10743,58,98.4,16106,8.1,Active,3,Low,15,Excellent
15378,64,98.7,17834,6.7,Highly Active,2,Low,14,Excellent
9327,52,100.0,18848,6.8,Highly Active,3,Low,14,Excellent
14486,70,98.9,3930,8.6,Sedentary,2,Low,12,Good
2582,110,96.2,18391,5.4,Highly Active,7,Moderate,10,Good
11776,66,99.3,21648,8.5,Highly Active,1,Low,14,Excellent
6368,76,97.5,1443,7.5,Sedentary,2,Low,11,Good
17999,152,88.2,7752,4.1,Moderate,9,High,6,Low
8632,95,94.5,1730,5.2,Sedentary,6,Moderate,7,Moderate
11335,72,98.5,22203,8.5,Highly Active,2,Low,14,Excellent
7370,49,99.0,17765,7.7,Active,3,Low,15,Excellent
2236,116,91.9,28541,3.9,Highly Active,9,High,7,Moderate
15186,78,95.5,11547,5.8,Active,4,Moderate,11,Good
14311,56,97.5,20811,7.0,Highly Active,2,Low,14,Excellent
7383,68,99.4,94,7.0,Sedentary,2,Low,12,Good
621,72,97.1,28116,8.8,Highly Active,1,Low,13,Excellent
2390,112,91.9,16501,5.3,Active,8,High,8,Moderate
12253,161,89.7,26037,2.3,Highly Active,10,High,7,Moderate
17419,106,96.2,7532,5.7,Moderate,7,Moderate,9,Moderate
7433,197,85.2,19264,1.1,Active,8,High,7,Moderate
5826,90,97.0,17085,6.7,Active,4,Moderate,10,Good
8618,79,98.5,10596,5.7,Active,4,Moderate,12,Good
3587,70,99.4,9148,7.3,Moderate,3,Low,13,Excellent
18187,77,99.6,6175,6.6,Moderate,2,Low,12,Good
18122,166,91.3,18978,3.4,Active,9,High,7,Moderate
14300,107,95.4,861,6.6,Sedentary,6,Moderate,8,Moderate
10242,80,98.4,2032,7.6,Sedentary,2,Low,12,Good
10970,117,88.7,5407,0.9,Moderate,10,High,6,Low
14177,135,92.6,8076,4.0,Moderate,8,High,6,Low
6302,61,99.1,9183,7.7,Moderate,3,Low,14,Excellent
9705,98,97.2,5773,6.5,Moderate,4,Moderate,9,Moderate
8469,102,86.1,25528,0.8,Highly Active,9,High,7,Moderate
16391,62,99.9,6653,7.5,Moderate,2,Low,14,Excellent
10127,91,98.3,10731,7.9,Active,2,Low,13,Excellent
125,66,95.6,2533,5.5,Sedentary,7,Moderate,9,Moderate
1959,104,88.0,29565,1.3,Highly Active,8,High,7,Moderate
17053,117,96.3,2162,7.0,Sedentary,5,Moderate,9,Moderate
3658,81,95.0,15766,7.3,Highly Active,7,Moderate,11,Good
7915,110,94.8,27918,6.0,Highly Active,5,Moderate,9,Moderate
6377,60,98.4,3452,6.5,Sedentary,3,Low,12,Good
18110,64,97.7,16805,6.8,Highly Active,2,Low,13,Excellent
9014,65,98.0,6860,8.7,Moderate,1,Low,14,Excellent
1099,48,97.9,23773,8.5,Highly Active,3,Low,14,Excellent
2288,93,95.5,7363,6.1,Moderate,5,Moderate,9,Moderate
665,76,98.7,26300,6.2,Highly Active,7,Moderate,12,Good
9914,130,92.3,20856,1.7,Highly Active,9,High,7,Moderate
9917,71,99.2,2802,7.2,Sedentary,3,Low,12,Good
1728,96,99.3,9807,6.6,Moderate,3,Low,11,Good
16582,69,99.4,5222,8.3,Moderate,3,Low,13,Excellent
12096,77,98.2,29218,6.3,Highly Active,4,Moderate,12,Good
979,116,85.2,26213,4.6,Highly Active,10,High,7,Moderate
6795,99,98.4,209,6.4,Sedentary,5,Moderate,9,Moderate
10616,63,99.7,3513,7.1,Sedentary,2,Low,13,Excellent
13781,89,95.6,4008,5.4,Moderate,7,Moderate,8,Moderate
96,63,97.7,1572,8.4,Sedentary,1,Low,12,Good
3575,107,97.6,2891,5.3,Sedentary,5,Moderate,8,Moderate
12949,104,96.7,18650,5.7,Active,5,Moderate,10,Good
481,110,98.4,7080,5.8,Moderate,6,Moderate,10,Good
14204,72,94.7,26317,7.3,Highly Active,7,Moderate,11,Good
15725,60,98.6,9700,8.3,Moderate,3,Low,14,Excellent
4433,120,94.9,29057,7.1,Highly Active,4,Moderate,10,Good
13553,60,97.1,28585,8.5,Highly Active,3,Low,14,Excellent
3473,107,87.6,8025,5.3,Moderate,9,High,7,Moderate
13352,102,95.8,5589,5.2,Moderate,4,Moderate,9,Moderate
9968,115,94.3,1833,6.5,Sedentary,5,Moderate,7,Moderate
14528,45,98.9,2376,8.7,Sedentary,2,Low,13,Excellent
9733,157,90.6,18339,5.9,Highly Active,9,High,8,Moderate
8717,116,86.3,1990,5.9,Sedentary,8,High,6,Low
3018,71,97.2,12385,7.3,Active,2,Low,13,Excellent
1978,155,86.7,11087,3.6,Active,9,High,7,Moderate
12786,108,96.9,13207,5.2,Active,5,Moderate,10,Good
5843,104,91.8,6099,3.4,Moderate,9,High,6,Low
4240,60,99.7,3741,8.8,Sedentary,3,Low,13,Excellent
6855,186,85.6,2843,2.6,Sedentary,10,High,5,Low
11749,124,88.8,18771,2.0,Active,10,High,7,Moderate
17146,173,94.4,15967,5.7,Active,9,High,8,Moderate
6520,66,98.1,6531,8.9,Moderate,2,Low,13,Excellent
1241,130,88.1,23080,5.2,Highly Active,8,High,8,Moderate
9763,92,98.3,1251,6.0,Sedentary,7,Moderate,9,Moderate
9666,64,98.8,17489,7.3,Highly Active,2,Low,15,Excellent
12702,110,94.3,16707,6.3,Active,5,Moderate,9,Moderate
15173,120,95.5,10847,5.5,Active,4,Moderate,10,Good
17743,94,95.3,18866,6.8,Highly Active,6,Moderate,10,Good
6783,116,88.0,21981,5.8,Highly Active,9,High,8,Moderate
10108,55,98.1,9009,8.6,Moderate,2,Low,14,Excellent
6177,47,97.9,2219,8.7,Sedentary,3,Low,12,Good
12226,94,96.9,7641,6.8,Moderate,7,Moderate,9,Moderate
4208,91,98.6,8207,5.8,Moderate,4,Moderate,10,Good
4260,105,94.4,9547,5.4,Moderate,7,Moderate,8,Moderate
2957,78,97.7,1252,8.9,Sedentary,3,Low,11,Good
11065,85,98.1,29077,5.6,Highly Active,4,Moderate,11,Good
12530,98,96.0,26773,7.4,Highly Active,6,Moderate,11,Good
18973,108,94.8,6033,5.9,Moderate,9,High,7,Moderate
6694,59,98.7,17036,8.7,Active,2,Low,15,Excellent
1902,186,86.2,29872,5.9,Highly Active,10,High,8,Moderate
16259,94,98.7,26211,5.8,Highly Active,4,Moderate,11,Good
729,49,97.9,5418,6.9,Moderate,3,Low,12,Good
18499,111,85.1,10071,2.3,Active,10,High,7,Moderate
13894,91,96.6,1980,6.7,Sedentary,7,Moderate,8,Moderate
12219,49,97.9,6414,7.2,Moderate,3,Low,13,Excellent
6493,59,99.4,27195,7.9,Highly Active,1,Low,15,Excellent
1407,111,95.6,2009,6.5,Sedentary,5,Moderate,8,Moderate
1308,110,97.2,238,6.5,Sedentary,6,Moderate,8,Moderate
11755,120,96.2,22246,6.8,Highly Active,4,Moderate,10,Good
18531,175,86.7,9659,3.0,Moderate,9,High,6,Low
15922,115,95.9,25478,6.3,Highly Active,6,Moderate,10,Good
16702,86,95.2,51,5.2,Sedentary,6,Moderate,8,Moderate
12190,110,96.2,326,7.4,Sedentary,7,Moderate,9,Moderate
2723,104,94.9,3167,5.4,Sedentary,5,Moderate,7,Moderate
18260,82,94.1,370,6.8,Sedentary,7,Moderate,7,Moderate
2874,163,86.5,10331,5.6,Active,9,High,8,Moderate
6749,47,98.6,21282,8.3,Highly Active,2,Low,15,Excellent
7307,85,96.7,17720,7.4,Active,7,Moderate,11,Good
7116,46,97.6,739,7.7,Sedentary,1,Low,12,Good
2445,105,94.2,15777,5.8,Highly Active,4,Moderate,9,Moderate
15208,54,99.9,1173,6.7,Sedentary,1,Low,12,Good
2565,128,88.8,22293,0.6,Highly Active,8,High,7,Moderate
6243,89,97.6,638,5.4,Sedentary,7,Moderate,8,Moderate
18514,72,99.3,23113,8.3,Highly Active,1,Low,14,Excellent
320,53,98.0,16515,7.4,Active,3,Low,15,Excellent
2247,95,95.9,9073,5.9,Moderate,7,Moderate,9,Moderate
15214,79,98.3,9428,7.0,Moderate,4,Moderate,12,Good
5324,88,94.1,953,6.0,Sedentary,7,Moderate,7,Moderate
5775,106,94.8,774,6.9,Sedentary,4,Moderate,7,Moderate
18032,96,96.9,20500,7.4,Highly Active,6,Moderate,11,Good
6074,92,98.1,2597,8.8,Sedentary,3,Low,11,Good
12309,80,98.4,5614,6.8,Moderate,4,Moderate,11,Good
491,202,88.4,9693,1.4,Moderate,10,High,6,Low
6263,136,89.6,2233,4.4,Sedentary,9,High,5,Low
16790,109,85.0,8132,2.0,Moderate,8,High,6,Low
10754,80,98.1,28314,8.0,Highly Active,2,Low,14,Excellent
18192,107,92.5,749,1.2,Sedentary,9,High,5,Low
1709,102,92.8,23792,5.0,Highly Active,9,High,8,Moderate
7678,81,96.9,12535,7.3,Active,5,Moderate,11,Good
8543,101,95.8,8242,6.5,Moderate,6,Moderate,9,Moderate
1320,68,99.2,5881,7.0,Moderate,1,Low,13,Excellent
11321,136,88.1,5673,1.0,Moderate,10,High,6,Low
12033,40,99.4,11433,8.3,Active,1,Low,15,Excellent
